Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
3e-06,Drifters_228,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Rickian_1,Tick,0,0,0,0,,,0,0,0,OK
3e-06,JR_11117,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Cocrew_801,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Raffles_647647,Tick,0,0,0,0,,,0,0,0,OK
3e-06,JohnStreet_88888,Tick,0,0,0,0,,,0,0,0,OK
3e-06,OptiTrade_56786,Tick,0,0,0,0,,,0,0,0,OK
0.219342,Drifters_228,Tick,0,0,0,0,,,0,0,0,OK
0.219342,Rickian_1,Tick,0,0,0,0,,,0,0,0,OK
0.219342,JR_11117,Tick,0,0,0,0,,,0,0,0,OK
0.219342,Cocrew_801,Tick,0,0,0,0,,,0,0,0,OK
0.219342,Raffles_647647,Tick,0,0,0,0,,,0,0,0,OK
0.219342,JohnStreet_88888,Tick,0,0,0,0,,,0,0,0,OK
0.219342,OptiTrade_56786,Tick,0,0,0,0,,,0,0,0,OK
0.546091,Drifters_228,Tick,0,0,0,0,,,0,0,0,OK
0.546091,Rickian_1,Tick,0,0,0,0,,,0,0,0,OK
0.546091,JR_11117,Tick,0,0,0,0,,,0,0,0,OK
0.546091,Cocrew_801,Tick,0,0,0,0,,,0,0,0,OK
0.546091,Raffles_647647,Tick,0,0,0,0,,,0,0,0,OK
0.546091,JohnStreet_88888,Tick,0,0,0,0,,,0,0,0,OK
0.546091,OptiTrade_56786,Tick,0,0,0,0,,,0,0,0,OK
0.752442,Drifters_228,Tick,0,0,0,0,,,0,0,0,OK
0.752442,Rickian_1,Tick,0,0,0,0,,,0,0,0,OK
0.752442,JR_11117,Tick,0,0,0,0,,,0,0,0,OK
0.752442,Cocrew_801,Tick,0,0,0,0,,,0,0,0,OK
0.752442,Raffles_647647,Tick,0,0,0,0,,,0,0,0,OK
0.752442,JohnStreet_88888,Tick,0,0,0,0,,,0,0,0,OK
0.752442,OptiTrade_56786,Tick,0,0,0,0,,,0,0,0,OK
1.034328,Drifters_228,Tick,0,0,0,0,,140400,0,0,0,OK
1.034328,Rickian_1,Tick,0,0,0,0,,140400,0,0,0,OK
1.034328,JR_11117,Tick,0,0,0,0,,140400,0,0,0,OK
1.034328,Cocrew_801,Tick,0,0,0,0,,140400,0,0,0,OK
1.034328,Raffles_647647,Tick,0,0,0,0,,140400,0,0,0,OK
1.034328,JohnStreet_88888,Tick,0,0,0,0,,140400,0,0,0,OK
1.034328,OptiTrade_56786,Tick,0,0,0,0,,140400,0,0,0,OK
1.294951,Drifters_228,Tick,0,0,0,0,,140400,0,0,0,OK
1.294951,Rickian_1,Tick,0,0,0,0,,140400,0,0,0,OK
1.294951,JR_11117,Tick,0,0,0,0,,140400,0,0,0,OK
1.294951,Cocrew_801,Tick,0,0,0,0,,140400,0,0,0,OK
1.294951,Raffles_647647,Tick,0,0,0,0,,140400,0,0,0,OK
1.294951,JohnStreet_88888,Tick,0,0,0,0,,140400,0,0,0,OK
1.294951,OptiTrade_56786,Tick,0,0,0,0,,140400,0,0,0,OK
1.4526,Drifters_228,Tick,0,0,0,0,,140400,0,0,0,OK
1.4526,Rickian_1,Tick,0,0,0,0,,140400,0,0,0,OK
1.4526,JR_11117,Tick,0,0,0,0,,140400,0,0,0,OK
1.4526,Cocrew_801,Tick,0,0,0,0,,140400,0,0,0,OK
1.4526,Raffles_647647,Tick,0,0,0,0,,140400,0,0,0,OK
1.4526,JohnStreet_88888,Tick,0,0,0,0,,140400,0,0,0,OK
1.4526,OptiTrade_56786,Tick,0,0,0,0,,140400,0,0,0,OK
1.753362,Drifters_228,Tick,0,0,0,0,,140400,0,0,0,OK
1.753362,Rickian_1,Tick,0,0,0,0,,140400,0,0,0,OK
1.753362,JR_11117,Tick,0,0,0,0,,140400,0,0,0,OK
1.753362,Cocrew_801,Tick,0,0,0,0,,140400,0,0,0,OK
1.753362,Raffles_647647,Tick,0,0,0,0,,140400,0,0,0,OK
1.753362,JohnStreet_88888,Tick,0,0,0,0,,140400,0,0,0,OK
1.753362,OptiTrade_56786,Tick,0,0,0,0,,140400,0,0,0,OK
1.974946,Drifters_228,Tick,0,10,-10,0,141000,140400,-140,1404140,-2670,OK
1.974946,Rickian_1,Tick,0,0,0,0,141000,140400,0,0,0,OK
1.974946,JR_11117,Tick,0,0,0,0,141000,140400,0,0,0,OK
1.974946,Cocrew_801,Tick,0,40,-40,40,141000,140400,-563,8563,-2677,OK
1.974946,Raffles_647647,Tick,0,71,-71,71,141000,140400,-998,8098,-11853,OK
1.974946,JohnStreet_88888,Tick,0,0,0,0,141000,140400,0,0,0,OK
1.974946,OptiTrade_56786,Tick,0,4,-4,4,141000,140400,-56,2056,932,OK
2.266546,Drifters_228,Tick,0,20,-20,0,140200,140400,140,2805860,1860,OK
2.266546,Rickian_1,Tick,0,0,0,0,140200,140400,0,0,0,OK
2.266546,JR_11117,Tick,0,0,0,0,140200,140400,0,0,0,OK
2.266546,Cocrew_801,Tick,10,40,-30,30,140200,140400,-703,10703,16703,OK
2.266546,Raffles_647647,Tick,0,71,-71,71,140200,140400,-998,8098,22298,OK
2.266546,JohnStreet_88888,Tick,0,0,0,0,140200,140400,0,0,0,OK
2.266546,OptiTrade_56786,Tick,0,4,-4,4,140200,140400,-56,2056,2856,OK
2.48576,Drifters_228,Tick,0,20,-20,0,140200,140600,140,2805860,-520,OK
2.48576,Rickian_1,Tick,0,0,0,0,140200,140600,0,0,0,OK
2.48576,JR_11117,Tick,0,0,0,0,140200,140600,0,0,0,OK
2.48576,Cocrew_801,Tick,10,40,-30,30,140200,140600,-703,10703,19133,OK
2.48576,Raffles_647647,Tick,0,71,-71,71,140200,140600,-998,8098,28049,OK
2.48576,JohnStreet_88888,Tick,0,0,0,0,140200,140600,0,0,0,OK
