Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
4e-06,Cocrew_801,Tick,0,0,0,0,,,0,0,0,OK
4e-06,HappyGuo_100,Tick,0,0,0,0,,,0,0,0,OK
4e-06,TradingTitans_151617,Tick,0,0,0,0,,,0,0,0,OK
4e-06,TwinkleTwinkle_484218,Tick,0,0,0,0,,,0,0,0,OK
4e-06,OptiTrade_56786,Tick,0,0,0,0,,,0,0,0,OK
4e-06,AntoniosTeam_114167,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Algorizzms_1224,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Raffles_647647,Tick,0,0,0,0,,,0,0,0,OK
0.283656,Cocrew_801,Tick,0,0,0,0,,,0,0,0,OK
0.283656,HappyGuo_100,Tick,0,0,0,0,,,0,0,0,OK
0.283656,TradingTitans_151617,Tick,0,0,0,0,,,0,0,0,OK
0.283656,TwinkleTwinkle_484218,Tick,0,0,0,0,,,0,0,0,OK
0.283656,OptiTrade_56786,Tick,0,0,0,0,,,0,0,0,OK
0.283656,AntoniosTeam_114167,Tick,0,0,0,0,,,0,0,0,OK
0.283656,Algorizzms_1224,Tick,0,0,0,0,,,0,0,0,OK
0.283656,Raffles_647647,Tick,0,0,0,0,,,0,0,0,OK
0.452035,Cocrew_801,Tick,0,0,0,0,,,0,0,0,OK
0.452035,HappyGuo_100,Tick,0,0,0,0,,,0,0,0,OK
0.452035,TradingTitans_151617,Tick,0,0,0,0,,,0,0,0,OK
0.452035,TwinkleTwinkle_484218,Tick,0,0,0,0,,,0,0,0,OK
0.452035,OptiTrade_56786,Tick,0,0,0,0,,,0,0,0,OK
0.452035,AntoniosTeam_114167,Tick,0,0,0,0,,,0,0,0,OK
0.452035,Algorizzms_1224,Tick,0,0,0,0,,,0,0,0,OK
0.452035,Raffles_647647,Tick,0,0,0,0,,,0,0,0,OK
0.800835,Cocrew_801,Tick,0,0,0,0,,,0,0,0,OK
0.800835,HappyGuo_100,Tick,0,0,0,0,,,0,0,0,OK
0.800835,TradingTitans_151617,Tick,0,0,0,0,,,0,0,0,OK
