Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
4e-06,Algorizzms_1224,Tick,0,0,0,0,,,0,0,0,OK
4e-06,kkkteam_15213,Tick,0,0,0,0,,,0,0,0,OK
4e-06,BMW_3,Tick,0,0,0,0,,,0,0,0,OK
4e-06,macrodatarefinement_405,Tick,0,0,0,0,,,0,0,0,OK
4e-06,IdentityExchangers_4761,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Stonklins_135366,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Cocrew_801,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Eternite_1023,Tick,0,0,0,0,,,0,0,0,OK
0.245838,Algorizzms_1224,Tick,0,0,0,0,126400,,0,0,0,OK
0.245838,kkkteam_15213,Tick,0,0,0,0,126400,,0,0,0,OK
0.245838,BMW_3,Tick,0,0,0,0,126400,,0,0,0,OK
0.245838,macrodatarefinement_405,Tick,0,1,-1,1,126400,,-13,13,13,OK
0.245838,IdentityExchangers_4761,Tick,0,0,0,0,126400,,0,0,0,OK
0.245838,Stonklins_135366,Tick,0,0,0,0,126400,,0,0,0,OK
0.245838,Cocrew_801,Tick,0,0,0,0,126400,,0,0,0,OK
0.245838,Eternite_1023,Tick,0,0,0,0,126400,,0,0,0,OK
0.45512,Algorizzms_1224,Tick,0,0,0,0,126600,,0,0,0,OK
0.45512,kkkteam_15213,Tick,0,0,0,0,126600,,0,0,0,OK
0.45512,BMW_3,Tick,0,0,0,0,126600,,0,0,0,OK
0.45512,macrodatarefinement_405,Tick,0,20,-20,20,126600,,-253,253,253,OK
0.45512,IdentityExchangers_4761,Tick,0,0,0,0,126600,,0,0,0,OK
0.45512,Stonklins_135366,Tick,0,70,-70,70,126600,,-886,7886,7886,OK
0.45512,Cocrew_801,Tick,0,0,0,0,126600,,0,0,0,OK
0.45512,Eternite_1023,Tick,0,0,0,0,126600,,0,0,0,OK
0.787184,Algorizzms_1224,Tick,0,0,0,0,126600,,0,0,0,OK
0.787184,kkkteam_15213,Tick,0,0,0,0,126600,,0,0,0,OK
0.787184,BMW_3,Tick,0,0,0,0,126600,,0,0,0,OK
0.787184,macrodatarefinement_405,Tick,0,36,-36,36,126600,,152,1448,1448,OK
0.787184,IdentityExchangers_4761,Tick,0,0,0,0,126600,,0,0,0,OK
0.787184,Stonklins_135366,Tick,0,70,-70,70,126600,,-886,7886,7886,OK
0.787184,Cocrew_801,Tick,0,0,0,0,126600,,0,0,0,OK
0.787184,Eternite_1023,Tick,0,0,0,0,126600,,0,0,0,OK
0.985882,Algorizzms_1224,Tick,0,0,0,0,126600,,0,0,0,OK
0.985882,kkkteam_15213,Tick,0,0,0,0,126600,,0,0,0,OK
0.985882,BMW_3,Tick,0,0,0,0,126600,,0,0,0,OK
0.985882,macrodatarefinement_405,Tick,0,36,-36,36,126600,,152,1448,1448,OK
0.985882,IdentityExchangers_4761,Tick,0,0,0,0,126600,,0,0,0,OK
0.985882,Stonklins_135366,Tick,0,70,-70,70,126600,,-886,7886,7886,OK
0.985882,Cocrew_801,Tick,0,0,0,0,126600,,0,0,0,OK
0.985882,Eternite_1023,Tick,0,0,0,0,126600,,0,0,0,OK
1.257564,Algorizzms_1224,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.257564,kkkteam_15213,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.257564,BMW_3,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.257564,macrodatarefinement_405,Tick,0,36,-36,36,126600,126700,152,1448,5048,OK
1.257564,IdentityExchangers_4761,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.257564,Stonklins_135366,Tick,0,70,-70,70,126600,126700,-886,7886,14886,OK
1.257564,Cocrew_801,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.257564,Eternite_1023,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.471366,Algorizzms_1224,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.471366,kkkteam_15213,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.471366,BMW_3,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.471366,macrodatarefinement_405,Tick,0,36,-36,36,126600,126800,152,1448,8648,OK
1.471366,IdentityExchangers_4761,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.471366,Stonklins_135366,Tick,0,70,-70,70,126600,126800,-886,7886,21886,OK
1.471366,Cocrew_801,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.471366,Eternite_1023,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.744891,Algorizzms_1224,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.744891,kkkteam_15213,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.744891,BMW_3,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.744891,macrodatarefinement_405,Tick,0,36,-36,36,126600,126800,152,1448,8648,OK
1.744891,IdentityExchangers_4761,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.744891,Stonklins_135366,Tick,0,70,-70,70,126600,126800,-886,7886,21886,OK
1.744891,Cocrew_801,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.744891,Eternite_1023,Tick,0,0,0,0,126600,126800,0,0,0,OK
2.01859,Algorizzms_1224,Tick,0,0,0,0,126600,126800,0,0,0,OK
2.01859,kkkteam_15213,Tick,0,0,0,0,126600,126800,0,0,0,OK
2.01859,BMW_3,Tick,0,0,0,0,126600,126800,0,0,0,OK
2.01859,macrodatarefinement_405,Tick,0,36,-36,36,126600,126800,152,1448,8648,OK
2.01859,IdentityExchangers_4761,Tick,0,0,0,0,126600,126800,0,0,0,OK
2.01859,Stonklins_135366,Tick,0,70,-70,70,126600,126800,-886,7886,21886,OK
2.01859,Cocrew_801,Tick,0,0,0,0,126600,126800,0,0,0,OK
2.01859,Eternite_1023,Tick,0,0,0,0,126600,126800,0,0,0,OK
